frame_id,image_file,timestamp_sec,odom_x_cm,odom_y_cm,odom_theta_rad
0,frame_00000.png,1776957050.1332076,0.0,0.0,0.0
1,frame_00001.png,1776957053.5162575,19.06461941498119,-6.219346521617628e-07,-7.651468036939946e-08
2,frame_00002.png,1776957055.8688235,42.1654780976841,-1.7832051726285847e-06,-1.9661829986361568e-07
3,frame_00003.png,1776957057.8844607,62.26580872431163,-3.4505543716351564e-06,-2.0149865465057815e-07
4,frame_00004.png,1776957060.5690014,89.06527907498088,-7.539130831784154e-06,-2.8704657184519533e-07
5,frame_00005.png,1776957061.8728895,102.06621140096578,-8.553169645490487e-06,-2.518689909969396e-07
6,frame_00006.png,1776957063.7185087,120.4661721623097,-1.5579060432227752e-05,-3.6306082629167236e-07
7,frame_00007.png,1776957066.038496,143.56597053448996,-2.1586998418541313e-05,-3.302300943808234e-07
8,frame_00008.png,1776957068.471103,167.86608669737856,-3.1078916587897185e-05,-5.077949754017652e-07
9,frame_00009.png,1776957070.4860232,187.96643910410648,-3.9682931944854245e-05,-5.662560527142091e-07
10,frame_00010.png,1776957072.7513099,210.56684021261685,-5.137238267159501e-05,-4.51219215769072e-07
11,frame_00011.png,1776957074.5741367,228.76712306188313,-5.917228641680588e-05,-5.977331016815413e-07
12,frame_00012.png,1776957076.270256,245.66659765235497,-7.027405215886583e-05,-7.150574057313008e-07
