frame_id,image_file,timestamp_sec,odom_x_cm,odom_y_cm,odom_theta_rad
0,frame_00000.png,1777218486.9317355,0.0,0.0,0.0
1,frame_00001.png,1777218491.8660855,48.900614131628934,2.993514953906885e-06,-2.1326502697149863e-07
2,frame_00002.png,1777218492.3427885,53.60267148186029,1.0834919445072024e-05,-2.3655906256081494e-07
3,frame_00003.png,1777218493.2138183,62.302528235864436,3.1401921399557204e-06,-3.9086683756295315e-07
4,frame_00004.png,1777218499.1260433,121.30344609666753,-1.06369956551566e-05,-5.973460570629641e-07
5,frame_00005.png,1777218499.633557,126.30159012295195,-1.6138588243108724e-05,-5.488609757797747e-07
6,frame_00006.png,1777218500.1397831,131.4036224719254,-1.0069886576512144e-05,-5.812669208182797e-07
7,frame_00007.png,1777218500.6476529,136.40168878025702,-2.1945786968547194e-05,-6.011213686818451e-07
8,frame_00008.png,1777218501.153548,133.49588412282907,-1.874911951082858e-05,-4.7582748941010777e-07
9,frame_00009.png,1777218501.6580184,128.49677530462563,-1.4752566351599025e-05,-6.893043851263769e-07
10,frame_00010.png,1777218502.1630077,123.49567729597993,-1.039831647655776e-05,-4.34380570624171e-07
11,frame_00011.png,1777218502.671233,122.82108703783658,-0.022805226791139423,0.014517701097814584
12,frame_00012.png,1777218503.1719692,122.74465947050396,-0.03832483796615863,0.040029609877582306
13,frame_00013.png,1777218503.67708,122.91069146565843,-0.05826526644194107,0.05936812037298056
14,frame_00014.png,1777218504.1787612,123.52788411324173,-0.01614762256201241,0.056647161819614045
15,frame_00015.png,1777218504.686055,123.9437125465503,0.009517550446781925,0.05671565168470938
16,frame_00016.png,1777218505.1952455,124.34181870328985,0.03212495048790075,0.056735933600469135
17,frame_00017.png,1777218505.7051969,124.7245875593793,0.05444360276960965,0.05680941076814516
18,frame_00018.png,1777218506.2147164,124.99666153668102,-0.03905601711520223,0.06894782034423219
19,frame_00019.png,1777218506.721223,125.05722861828647,-0.49319800107778705,0.11086829703616363
20,frame_00020.png,1777218507.231105,125.13221449030252,-0.9398626761012291,0.15219211402368016
21,frame_00021.png,1777218507.7376547,125.2198172027469,-1.3640142924428715,0.19171309967794103
22,frame_00022.png,1777218508.2433128,125.3154315848397,-1.7474459424597564,0.227791998211043
23,frame_00023.png,1777218508.7454479,125.42945332724233,-2.1393152479782236,0.26506899857547683
24,frame_00024.png,1777218509.255162,125.55391693741151,-2.5166479939721684,0.3013786795344009
25,frame_00025.png,1777218509.7591999,125.67420262245781,-2.841066328446133,0.33301377495077755
26,frame_00026.png,1777218510.2643003,125.81644389314226,-3.184177058032368,0.36700944647836753
27,frame_00027.png,1777218510.7649713,125.929531364978,-3.4199117407031907,0.3979245303545662
28,frame_00028.png,1777218511.2739646,125.98998117378437,-3.5036580163352475,0.4251918317204306
29,frame_00029.png,1777218511.7796516,126.0261211756278,-3.5066382268261567,0.44956363970038327
30,frame_00030.png,1777218512.2839906,126.06512954357723,-3.4928347810080376,0.47254919185281796
31,frame_00031.png,1777218512.7908928,126.11327651582474,-3.4654538008374947,0.4957931177426307
32,frame_00032.png,1777218513.292509,126.16808580329561,-3.420125591102942,0.5185176904572235
33,frame_00033.png,1777218513.8005438,126.23305559475651,-3.349339890977458,0.5432407164198247
34,frame_00034.png,1777218514.3088138,126.27497692591061,-3.1627334744768443,0.5661205862009271
35,frame_00035.png,1777218514.8143592,126.27853656737568,-3.0906863274899274,0.5726260953476707
36,frame_00036.png,1777218515.321107,125.90280373524911,-3.306977814768428,0.5706624152879174
37,frame_00037.png,1777218515.8284647,125.53625212909131,-3.5322511528328886,0.5698651275710902
38,frame_00038.png,1777218516.3344944,125.19095047744986,-3.7535373572928883,0.5698850359643428
39,frame_00039.png,1777218516.8406062,124.86779811817411,-3.9593666169047483,0.5700267352417638
