frame_id,image_file,timestamp_sec,odom_x_cm,odom_y_cm,odom_theta_rad
0,frame_00000.png,1777404522.4442475,0.0,0.0,0.0
1,frame_00001.png,1777404530.290117,33.21604936777673,-1.4776738272651606,0.1850061504322662
2,frame_00002.png,1777404533.8952405,34.848916992941966,-2.5136157423573557,0.3263236286810498
3,frame_00003.png,1777404536.474644,35.09250017169599,-2.4396818598057486,0.47252952647727886
4,frame_00004.png,1777404543.423555,32.37883814050633,-2.5052109005887004,0.7052750266084287
5,frame_00005.png,1777404551.2556055,67.96878140330021,29.896007353348686,0.7697963136262516
6,frame_00006.png,1777404558.2933455,94.56254029815489,55.44927182537331,0.6546207799895889
7,frame_00007.png,1777404560.1982489,93.71155740509444,56.79932584458637,0.5096250976157539
8,frame_00008.png,1777404562.0281017,93.18454430566044,57.98263018855699,0.3879916635824783
9,frame_00009.png,1777404564.1004524,93.1198085716102,58.385452469342646,0.2921750160418446
10,frame_00010.png,1777404565.6863358,93.44241866138533,57.91143509451826,0.23979841530458446
11,frame_00011.png,1777404569.1924505,92.36949764938085,57.771858961634585,0.16732538040116296
12,frame_00012.png,1777404584.9263654,223.0090179613029,55.19221858097695,0.0245548538192617
13,frame_00013.png,1777404604.3619528,239.7102719586461,51.62412136172902,0.9771109535968643
14,frame_00014.png,1777404606.2585294,238.78839453776175,52.11964324291581,1.0724718010448209
15,frame_00015.png,1777404615.925125,242.44716108552,73.64571195222396,1.5691332134108427
16,frame_00016.png,1777404620.2755466,244.23357665903296,116.8079539194936,1.5691324795769113
17,frame_00017.png,1777404624.9867892,246.18548832789833,163.96699438181707,1.5691290784690182
18,frame_00018.png,1777404627.880387,247.36409817314666,192.44198320051535,1.5691280538130759
19,frame_00019.png,1777404635.304359,248.8670606062003,217.95348595983234,1.8223854031889486
20,frame_00020.png,1777404639.552482,247.38340488320046,216.9512152769771,2.007080653712607
21,frame_00021.png,1777404643.0290897,248.0417453885596,217.83288468830415,2.245090441875673
22,frame_00022.png,1777404647.9606242,250.43878378712589,220.58573884785153,2.580560694779521
23,frame_00023.png,1777404651.6443555,249.44966714233635,218.14029342250893,2.823758939755005
24,frame_00024.png,1777404654.7530704,248.8149174542334,216.10127309812097,3.0197576685983023
25,frame_00025.png,1777404656.5004249,248.8092593204001,217.7129148188544,-3.118137005179208
26,frame_00026.png,1777404666.0896235,161.86338159879136,214.62328151766079,-3.0587639935540167
27,frame_00027.png,1777404673.796613,85.1419681753192,211.3124036553905,-3.0587635002848437
28,frame_00028.png,1777404683.9678574,52.460081859982274,203.9524950450266,-2.684713019849252
29,frame_00029.png,1777404687.0907626,53.06281409602004,202.63467991939532,-2.464123752195108
30,frame_00030.png,1777404690.5355427,51.8714097438307,203.1982650337527,-2.3263081980856795
31,frame_00031.png,1777404695.0890446,54.41396890523659,201.1369491199209,-2.0193580505186293
32,frame_00032.png,1777404698.3739326,54.76343597833141,200.79737971725734,-1.7979210568317516
33,frame_00033.png,1777404700.218893,53.106276310050774,201.07015214580753,-1.6438488836720624
34,frame_00034.png,1777404705.0784705,50.12138798619877,160.29342557825404,-1.589770319002253
35,frame_00035.png,1777404709.9033828,47.30090703690472,112.27937670712211,-1.5897702989361278
36,frame_00036.png,1777404714.541613,44.58012283458763,65.96252017498213,-1.589769938664201
37,frame_00037.png,1777404733.664415,58.80582562227566,-0.1248949477582535,-0.7458012683854975
38,frame_00038.png,1777404741.8878403,69.93690778913023,-17.95081981926443,-0.29635421082047664
39,frame_00039.png,1777404744.691336,70.25425403381482,-16.11164506228269,-0.050589987268047754
