frame_id,image_file,timestamp_sec,odom_x_cm,odom_y_cm,odom_theta_rad
0,frame_00000.png,1776616927.4082198,0.0,0.0,0.0
1,frame_00001.png,1776616927.8167748,129.3137439452041,0.3712210966253863,-0.00023065879922468113
2,frame_00002.png,1776616928.2186465,258.5486352822883,0.6590345842867924,-0.0005945470746349102
3,frame_00003.png,1776616928.6281805,405.3143652214377,1.081684680420049,0.0007488787171037181
4,frame_00004.png,1776616929.0286777,548.563991122482,1.511059561104356,0.00041648460315846236
5,frame_00005.png,1776616929.4378662,677.863002820856,1.916683831042245,0.000410065208094057
6,frame_00006.png,1776616929.8470607,824.6117527133279,2.362121873109293,0.0003933732809806578
7,frame_00007.png,1776616930.2490616,988.9115510952277,2.9466118773320567,0.0014325085977664465
8,frame_00008.png,1776616930.6560278,1118.3215553228365,3.726777432389904,0.004623239450337824
9,frame_00009.png,1776616931.058745,1244.1047926773717,4.732381970721055,0.006530475356666621
10,frame_00010.png,1776616931.4590862,1390.8319907488494,6.11529048619429,0.008431290960659421
11,frame_00011.png,1776616931.8601198,1537.5861954895288,7.708178391832406,0.008819977667048562
12,frame_00012.png,1776616932.262032,1677.3957904822973,9.240312966699372,0.01028965825368644
13,frame_00013.png,1776616932.664382,1806.6688511429084,10.651910909737783,0.008311652065360331
14,frame_00014.png,1776616933.0666637,1953.536472739651,12.36653747449645,0.011768460829669092
15,frame_00015.png,1776616933.4676025,2096.814096922904,14.435277296621923,0.013875326033750301
16,frame_00016.png,1776616933.8691213,2226.1181423640896,16.534099677485663,0.014435565525152683
17,frame_00017.png,1776616934.2783263,2372.835175854469,18.797685149844597,0.013107397062285031
18,frame_00018.png,1776616934.688349,2519.564125107345,21.020174300181075,0.01369029075431838
19,frame_00019.png,1776616935.0911202,2662.8589029765913,23.07072124713396,0.013717247709212899
20,frame_00020.png,1776616935.4917526,2809.615276392473,25.269282885587877,0.01296273481419341
21,frame_00021.png,1776616935.898467,2935.406742052183,27.16728741510092,0.01331594378329104
22,frame_00022.png,1776616936.3078282,3082.2204756764286,29.334948873467436,0.011392636087898644
23,frame_00023.png,1776616936.709677,3228.9308282451493,31.307545309976984,0.011821561148196658
24,frame_00024.png,1776616937.1123652,3354.6978727596315,33.03051133585123,0.012117203439620639
25,frame_00025.png,1776616937.5215354,3501.4680689174097,35.022203164705296,0.0108284602746207
26,frame_00026.png,1776616937.9226167,3644.708206031594,36.97724446033722,0.011557171022566148
27,frame_00027.png,1776616938.3235343,3791.4878627507783,39.23869846019215,0.015199951371906995
28,frame_00028.png,1776616938.72406,3917.2167242246837,41.34470206084756,0.01600042450374417
29,frame_00029.png,1776616939.133981,4074.448111039062,44.35528715327926,0.018512581214898738
30,frame_00030.png,1776616939.5362096,4207.178525064277,47.06987332119311,0.020232222814063228
31,frame_00031.png,1776616939.9408138,4350.509946410987,49.86169427553978,0.01795682715119762
32,frame_00032.png,1776616940.3490129,4493.821671118539,52.55789706233444,0.018218589214642478
33,frame_00033.png,1776616940.7532773,4640.542317125397,55.12303331795738,0.016457852552381524
34,frame_00034.png,1776616941.1541336,4766.321502097204,57.238973084165764,0.014679242861273423
35,frame_00035.png,1776616941.5544126,4909.624025208494,59.40656620376688,0.012780110331178207
36,frame_00036.png,1776616941.9642484,5056.336477170159,61.64158938592348,0.013823479720397991
37,frame_00037.png,1776616942.3742046,5203.061112790163,63.992287539874866,0.01436083651754716
38,frame_00038.png,1776616942.7754302,5342.817585752106,66.32531721339427,0.01647502037040116
